recordedAt,hand,predictedStrokeType,predictedDirection,predictedPower,drillId,drillName,drillRepIndex,windowRole,labelSwing,labelStrokeType,labelDirection,labelPower,sampleCount,peakAccelerationG,peakRotationRads,accelerationImpulse,meanAccelerationG,meanRotationRads,standardDeviationAccelerationG,standardDeviationRotationRads,skewnessAccelerationG,skewnessRotationRads,signedVerticalRotation,signedLateralRotation,peakScore,durationSeconds,peakOffsetSeconds,accelerationMagnitudeMean,accelerationMagnitudeStd,accelerationMagnitudeRms,rotationMagnitudeMean,rotationMagnitudeStd,rotationMagnitudeRms,accelerationXMean,accelerationXStd,accelerationXMin,accelerationXMax,accelerationXRange,accelerationXAbsMean,accelerationXRms,accelerationYMean,accelerationYStd,accelerationYMin,accelerationYMax,accelerationYRange,accelerationYAbsMean,accelerationYRms,accelerationZMean,accelerationZStd,accelerationZMin,accelerationZMax,accelerationZRange,accelerationZAbsMean,accelerationZRms,rotationXMean,rotationXStd,rotationXMin,rotationXMax,rotationXRange,rotationXAbsMean,rotationXRms,rotationYMean,rotationYStd,rotationYMin,rotationYMax,rotationYRange,rotationYAbsMean,rotationYRms,rotationZMean,rotationZStd,rotationZMin,rotationZMax,rotationZRange,rotationZAbsMean,rotationZRms
2026-07-05T04:08:05Z,right,unknown,forehand,non_smash,,,,,,,,,42,2.1804577769460503,10.414691399004488,0.16692308725653265,0.4914804144844221,2.2180947475444275,0.7450010825762405,3.4898027939772445,1.1277829889846434,1.4727968162347662,-56.11064194981009,25.602483246009797,15.631470629283609,0.4104174583335407,0.40040745833357505,0.4914804144844221,0.7450010825762405,0.8850789182346736,2.2180947475444275,3.4898027939772445,4.099841245928927,-0.26534548969495864,0.44148259797572176,-1.4878861904144287,0.01864209771156311,1.5065282881259918,0.27643281363305594,0.5105628982937388,-0.31242458309446064,0.5561091348889066,-1.8793931007385254,0.10942405462265015,1.9888171553611755,0.33322925794692265,0.63206267040268,0.155237649168287,0.3185985851501495,-0.13644707202911377,0.9029200673103333,1.039367139339447,0.17857392912819273,0.3509800550925799,-1.0835748989844607,2.4928711559932024,-6.6003031730651855,0.9202835559844971,7.520586729049683,1.487039112530294,2.6908324177061256,0.6095829344288047,1.0002563897455004,-0.11904726922512054,2.8862383365631104,3.005285605788231,0.6721796619683682,1.1611556591445331,-1.3359676654716688,2.56748494709099,-8.030592918395996,0.06793982535600662,8.098532743752003,1.3743766340693193,2.8670257544846858
2026-07-05T04:08:12Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.6140792610472927,10.419973236781802,0.18681895413825822,0.6645553233302269,4.632394550947141,0.2479611425144991,2.7268377397654295,1.5092325855502982,0.4625087855581924,121.77524794451892,127.0055316016078,15.26221101992368,0.4104189999998198,0.4104189999998198,0.664555323330227,0.24796114251449913,0.7082757823501433,4.632394550947141,2.7268377397654295,5.358888335316539,0.12603517515318735,0.2771975242783964,-0.31594306230545044,0.590932309627533,0.9068753719329834,0.24805712274142674,0.301486061902281,0.10869897937490827,0.38497877359989346,-0.8562334775924683,0.48016834259033203,1.3364018201828003,0.36246622495708014,0.3955949275621454,0.4157492698702429,0.2887970560004892,-0.03347838297486305,1.3680243492126465,1.4015027321875095,0.4178403570494127,0.5042473516335633,0.6282749635477861,1.2525730174656862,-4.3687238693237305,1.7449188232421875,6.113642692565918,1.1632151140698366,1.3879167480512422,3.0239412286097096,2.1237256907253093,0.10916871577501297,8.765645027160645,8.656476311385632,3.0239412286097096,3.680631113257453,2.899410665345689,2.226148566756755,-0.23864991962909698,6.107024192810059,6.345674112439156,2.9547777157720354,3.6392754634668343
2026-07-05T04:08:13Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.8935832802275072,6.853838153570475,0.23872512385588246,0.7883931520378156,4.511212565625356,0.35757278015580113,0.8490584703388304,1.4171821868966892,0.5867537138068355,34.921234987676144,162.4252736568451,12.534587994252997,0.4104189999998198,0.4104189999998198,0.7883931520378153,0.35757278015580113,0.8639316004259032,4.511212565625358,0.8490584703388304,4.588548224197402,-0.2979804398048492,0.2607819858543747,-0.6739405989646912,0.5559405088424683,1.2298811078071594,0.3687035193045934,0.39392939285324313,0.4880434608175641,0.40690134634811254,-0.05840688943862915,1.608630895614624,1.6670377850532532,0.4925828455459504,0.6323076887617058,0.40293430501506444,0.17244241187153608,0.07721102237701416,0.829996645450592,0.7527856230735779,0.40293430501506444,0.4374750625962211,-0.2512526440633727,1.0903897155595916,-2.6649599075317383,1.8125314712524414,4.47749137878418,0.8720126785448796,1.1062410659523485,3.8672684204010737,0.482110759896517,3.18145751953125,4.688387870788574,1.5069303512573242,3.8672684204010737,3.896493520324968,0.8314579758970511,2.01333904422525,-1.5135523080825806,5.733125686645508,7.246677994728088,1.6228776653962476,2.1560017986660602
2026-07-05T04:08:20Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.6225327849240379,8.103273636327406,0.22811248007795415,0.7583210072465814,3.763150306429247,0.32809177070143625,1.8532382668718113,0.18554078082702008,0.17868720443922478,110.80768239498138,85.67634665966034,12.97087199109952,0.41041800000130024,0.41041800000130024,0.7583210072465816,0.32809177070143625,0.8247011596041767,3.763150306429247,1.8532382668718113,4.184975350198834,0.17658716865948268,0.19012196154547564,-0.1435064673423767,0.5523775219917297,0.6958839893341064,0.20895057774725415,0.25781536178394915,0.248551846437511,0.4935206315054059,-0.5491465330123901,1.2022596597671509,1.751406192779541,0.4665275430750279,0.547303868283862,0.2832911199047452,0.4894608800996155,-0.4635497033596039,1.439950942993164,1.903500646352768,0.45490856823467074,0.5604656257454208,0.5292931784476552,1.5369860541056497,-4.003441333770752,2.511681318283081,6.515122652053833,1.36302295788413,1.6081764638919802,2.0399130157061984,1.5883848066021005,0.41751471161842346,6.361079216003418,5.9435645043849945,2.0399130157061984,2.573740620079661,2.6382781522614613,1.1729851400875768,0.5886803865432739,4.047955513000488,3.4592751264572144,2.6382781522614613,2.881604824278947
2026-07-05T04:08:23Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.6055117083111694,9.23762559309678,0.2254736260163267,0.7528055828467676,4.188992020297826,0.31361304241942956,2.2575372403361493,0.0657560150765856,0.5784954375458967,142.31842440366745,81.51004079263657,14.054160718030289,0.41041800000130024,0.41041800000130024,0.7528055828467677,0.3136130424194296,0.8140808587009764,4.188992020297826,2.2575372403361498,4.745817517483607,0.08297341494333177,0.3599380111689423,-0.32801806926727295,0.7844533324241638,1.1124714016914368,0.30148779494421823,0.36517846015350097,0.24051620296779133,0.4084450656941367,-0.8313500881195068,0.8976547718048096,1.7290048599243164,0.3913122999171416,0.4697907356489704,0.08153299490610759,0.5562263452180022,-0.5497829914093018,1.373507022857666,1.9232900142669678,0.4723574150176275,0.5555798785428033,-0.38305882785824086,1.191017855296393,-2.745765447616577,1.662165641784668,4.407931089401245,1.1000194112725912,1.2375311016027517,1.9407152569675374,1.5011169783913116,-0.24014759063720703,5.698888301849365,5.939035892486572,1.9854528815929025,2.4425553522885144,3.3885339143730344,1.9051189172714464,0.31605249643325806,7.133876800537109,6.817824304103851,3.3885339143730344,3.8762383869967123
2026-07-05T04:08:28Z,right,underhand,backhand,non_smash,,,,,,,,,42,5.391737859335828,6.979368554409319,0.26834696476317926,0.8353821622380588,2.392209515423996,1.188545971714824,1.7720421013480567,2.166545858390264,1.224343649926762,-60.91227352619171,-61.68429371714592,23.154582132416806,0.4104170000009617,0.4104170000009617,0.8353821622380588,1.188545971714824,1.441135164305038,2.392209515423996,1.7720421013480567,2.964461923896405,-0.5836880058050156,0.7293160938224944,-2.3863565921783447,0.015436232089996338,2.401792824268341,0.5859054688896451,0.9273237408457079,-0.3246826252767018,0.9424754026234847,-4.233114719390869,0.2318859100341797,4.465000629425049,0.4974157490900585,0.9861691775941009,0.07237506693317777,0.4949817602214616,-0.3839128017425537,2.335996389389038,2.719909191131592,0.204293192142532,0.4943800103400275,0.7446171271038198,1.0029664232140292,-0.41208210587501526,3.0424654483795166,3.454547554254532,0.8699130528118639,1.2395343159821774,-1.4686736599320458,1.2655555800577867,-4.346035957336426,-0.26324066519737244,4.082795292139053,1.4686736599320458,1.92885955318727,-1.4502922268140883,1.209365720306091,-6.3407301902771,-0.6578726768493652,5.682857513427734,1.4502922268140883,1.8791194751298743
2026-07-05T04:08:31Z,right,underhand,backhand,non_smash,,,,,,,,,42,1.4425387082708305,9.431022934834864,0.16773816197287053,0.6187378571772761,3.1183587022020385,0.3456534521239643,2.578834340227152,0.9908443697596119,1.0108842622321914,-17.26897815708071,-84.3706804215908,13.758639059647356,0.410417041666733,0.410417041666733,0.6187378571772763,0.3456534521239643,0.7067306211326632,3.1183587022020385,2.578834340227152,4.026934940240036,-0.3715133883413814,0.26074398935871,-1.1388318538665771,-0.18056312203407288,0.9582687318325043,0.3715133883413814,0.45209609312422916,0.28012015102874666,0.2119028908526578,-0.3805481195449829,0.5501018166542053,0.9306499361991882,0.32052800378629137,0.34971562596118205,-0.24944676955540976,0.3365248698417877,-0.9386528134346008,0.1068008542060852,1.045453667640686,0.268651286760966,0.4156636553596511,2.2029953105818656,2.01608972595608,0.1946927011013031,6.731733322143555,6.537040621042252,2.2029953105818656,2.9700218025576657,-2.0088257243235907,1.4210243916472496,-5.301656246185303,-0.35473132133483887,4.946924924850464,2.0088257243235907,2.4508391002222765,-0.4111661465971598,1.1176983713148454,-3.939594030380249,0.5790345072746277,4.518628537654877,0.6628078688601298,1.1783731200599408
2026-07-05T04:08:46Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.689671950046558,7.305897145946079,0.17387592136266647,0.617194066734436,5.17178669637707,0.41824197262305557,1.2138035187750578,1.1098798333102893,0.2800973507539328,144.19459056854248,152.48259091377258,12.283882341813015,0.41041600000062317,0.41041600000062317,0.617194066734436,0.41824197262305557,0.7427583393245788,5.171786696377069,1.213803518775058,5.309012864142265,-0.13135072730836414,0.19904386673746158,-0.4475991725921631,0.20395636558532715,0.6515555381774902,0.17751076107933408,0.2364913904616391,-0.17916480261122897,0.4846635165322544,-1.1190005540847778,0.4095306694507599,1.5285312235355377,0.40897161500262363,0.5112787145814872,0.3508226353497732,0.3376291713594091,-0.07612454891204834,1.2758315801620483,1.3519561290740967,0.3641871689330964,0.4841031386901234,-0.06942528781170647,1.159411419614545,-3.7053661346435547,0.7773799300193787,4.482746064662933,0.7882935356215707,1.1476276047104244,3.6305378788993474,1.2269799568470445,2.372642993927002,5.924774169921875,3.552131175994873,3.6305378788993474,3.8275893650101946,3.4332045373462496,0.6646447550293176,2.0041050910949707,4.249313831329346,2.245208740234375,3.4332045373462496,3.495443909633728
2026-07-05T04:08:49Z,right,overhead,forehand,non_smash,,,,,,,,,42,1.4597043458939611,8.509986364752333,0.3070907283708576,0.9511684008829944,5.981878111016175,0.1908373410425379,0.9182522326798808,1.2613714541182073,0.3782632582624609,173.11973822116852,156.95223236083984,12.172266320437245,0.410415208332779,0.410415208332779,0.9511684008829943,0.19083734104253788,0.9696768024081007,5.981878111016177,0.9182522326798809,6.0502873496262115,-0.37708764603095396,0.27855324485700733,-0.6900774836540222,0.14138752222061157,0.8314650058746338,0.41588581326816765,0.46683999033471374,0.2511210166627452,0.5865342255006766,-0.8794718384742737,1.1952317953109741,2.074703633785248,0.5181922343160424,0.631579886653106,0.2104411352248419,0.5347556040184569,-0.8738669157028198,0.7688825130462646,1.6427494287490845,0.5258014826547532,0.5687181826950258,0.9018848250353975,1.8398200271586431,-2.6344587802886963,3.232395887374878,5.866854667663574,1.8282371304618816,2.0292215784461285,3.7369579133533297,0.7389829780493842,2.77706241607666,6.546858310699463,3.7697958946228027,3.7369579133533297,3.807617103395781,4.121898529075441,1.012243764132939,1.2357081174850464,5.377063751220703,4.141355633735657,4.121898529075441,4.241496055938693
2026-07-05T04:08:55Z,right,unknown,backhand,non_smash,,,,,,,,,42,6.187155907035075,9.071443224523213,0.4479267613321596,1.2788927928158935,2.222601067249678,1.5079157911098224,1.6378644081186453,1.947174994503775,2.4049963233906304,-17.447673112154007,-10.032077565789223,27.63291094562844,0.4104169999991427,0.4104169999991427,1.2788927928158935,1.5079157911098224,1.9634761201689936,2.2226010672496774,1.6378644081186455,2.7493060759490295,-0.7049881006990161,0.9484080173041513,-2.551344394683838,0.3272785544395447,2.8786229491233826,0.8677240283716292,1.1726337246120995,-0.6527866550854274,1.3705552315588667,-5.543025493621826,0.3932996988296509,5.936325192451477,0.7642006270942234,1.5032723422532384,0.07681479198592049,0.468690332924295,-0.25484612584114075,1.8455966711044312,2.100442796945572,0.24050843289920262,0.4694048225068644,0.31074778726767927,0.5524765133146137,-1.2220141887664795,1.1641926765441895,2.386206865310669,0.550356012103813,0.6281139204109593,-0.23885898966164815,0.7677922771763492,-2.005983829498291,1.4790012836456299,3.484985113143921,0.6392626833348047,0.7953129981054344,-0.4154207883846192,2.552284980294268,-8.84457778930664,1.812721848487854,10.657299637794495,1.9151630103588104,2.555706171937762
