rowNumber,recordedAt,hand,predictedStrokeType,predictedDirection,predictedPower,labelStrokeType,labelDirection,labelPower,sampleCount,peakAccelerationG,peakRotationRads,accelerationImpulse,meanAccelerationG,meanRotationRads,standardDeviationAccelerationG,standardDeviationRotationRads,skewnessAccelerationG,skewnessRotationRads,signedVerticalRotation,signedLateralRotation,peakScore
37,2026-07-04T16:52:56Z,left,overhead,backhand,smash,overhead,backhand,non_smash,21,5.495909531238481,23.993694706582605,0.703145859522392,1.8541568083866473,10.342746698470282,1.846406653257681,5.085971436625181,0.7965603438768989,0.7190190430639298,10.695655405521393,112.6366240978241,40.48142330029805
38,2026-07-04T16:52:56Z,left,underhand,forehand,smash,overhead,backhand,non_smash,21,16.46828781411347,52.57057143087136,2.145862333587159,5.289196032350379,18.52190340939971,3.8793567028664757,11.66448769262604,1.4588096625124292,1.3791957117750178,-12.69450181722641,-21.51456843316555,92.28164267280037
39,2026-07-04T16:52:57Z,left,overhead,backhand,smash,overhead,backhand,non_smash,21,3.2745466857850984,10.920610372332037,0.6632017510922318,1.7590517883148375,6.080641418192399,0.8632376237856414,2.4122812591882217,0.3647569177525111,0.40814821512482236,111.50040197372437,18.40023872256279,17.63596230791603
40,2026-07-04T16:52:59Z,left,underhand,backhand,non_smash,overhead,backhand,non_smash,21,1.1748093954339252,6.442700746373786,0.15016650755288574,0.51769075023871,3.519784855098816,0.3414419261225455,2.4190868255093756,0.14422525660302474,-0.03199889536075748,-48.55507716536522,11.355048775672913,9.31791566446265
41,2026-07-04T16:52:59Z,left,underhand,backhand,non_smash,underhand,forehand,non_smash,21,1.1748093954339252,6.442700746373786,0.23236810639205724,0.7332573961715649,5.332991553109229,0.20078362275328607,0.6108648727872721,0.5968054547029233,0.5533982732919623,-65.62390446662903,64.15865385532379,9.31791566446265
42,2026-07-04T16:52:59Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,1.1557177693737186,9.748021752800497,0.13095274080345048,0.49135615625880985,5.15417616720798,0.26463758908696533,2.1870339027696404,1.0320986606870615,0.7055770444721519,22.827040158212185,89.60890221595764,13.215175060921652
43,2026-07-04T16:53:00Z,left,underhand,backhand,smash,underhand,forehand,non_smash,21,16.34629282181215,49.17098000357465,1.8064672585321389,4.481112520314615,16.343088491006146,4.1169423213281675,10.943607867528563,1.3844198976839734,1.7204398115436994,-76.31440658867359,60.582267224788666,87.83792929570578
44,2026-07-04T16:53:00Z,left,overhead,backhand,smash,underhand,forehand,non_smash,21,16.34629282181215,38.79905083026933,1.6254262795830736,4.050062570435888,12.5303422750153,3.8971744859106883,9.591108968987365,1.884826113578254,1.3448977896907799,106.46727406978607,6.578137560747564,87.83792929570578
45,2026-07-04T16:53:00Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,2.1851211813345346,5.071220394418985,0.4152339753399522,1.1686523222379814,3.4231943644598433,0.6132585381677089,0.9012968597288988,-0.08519463148829905,0.2954178701813314,42.420655474066734,23.293720259331167,11.626583938422588
46,2026-07-04T16:53:02Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,1.112875924020665,9.131545370994635,0.11056337819789958,0.44324613856642747,5.682490037289623,0.2058350447548242,2.0551827375491496,1.6370691396728156,0.32058991223320144,37.928875371813774,95.79541945457458,11.257855509706491
47,2026-07-04T16:53:03Z,left,underhand,backhand,smash,underhand,forehand,non_smash,21,10.534238245569876,44.351093775589014,1.2725355429889513,3.2098465309260744,14.55681466842525,2.951831725924644,11.156940076566778,1.1397149678527794,1.5618610457221982,-75.60757276043296,33.578322410583496,72.26706348044712
48,2026-07-04T16:53:03Z,left,overhead,backhand,smash,underhand,forehand,non_smash,21,10.534238245569876,44.351093775589014,1.2619716077843843,3.1846943042485343,13.62682071192729,2.9660248095556634,11.778785237355375,1.158326808749218,1.4559197852957895,63.78021264076233,24.56634384393692,72.26706348044712
49,2026-07-04T16:53:03Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,1.9412734029498069,6.263048848732417,0.19427302740335955,0.6317364426313256,3.216189592157656,0.5019966532824802,2.1376982870574723,0.9000634587229589,0.11008281119384826,50.549601815640926,42.06409454345703,12.014161219591617
50,2026-07-04T16:53:06Z,left,underhand,forehand,non_smash,underhand,forehand,non_smash,21,1.1442699071578033,5.929478347062737,0.21591560120720962,0.6940847647790706,4.159116418587197,0.2566616492926572,1.6336837427189157,-0.10407892107205419,-0.5190968410160546,-43.94007098674774,-3.1122130639851093,8.431995066845737
51,2026-07-04T16:53:07Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,1.3387373462627774,9.774552425204499,0.1554012527829629,0.549800885575341,4.839838431673537,0.24645200700034225,3.3584528491911385,1.2175237028101034,-0.037743683736720456,65.59696441888809,64.45390100777149,13.790764463992831
52,2026-07-04T16:53:07Z,left,underhand,backhand,smash,underhand,forehand,non_smash,21,15.585397692343513,52.31075365398145,1.7892765453258654,4.439980153534632,16.608406617871086,4.309974674417756,11.22435384085306,1.292554638678833,1.7472468720556908,-66.04368937015533,37.33899259567261,94.4954635044462
53,2026-07-04T16:53:08Z,left,overhead,forehand,smash,underhand,forehand,non_smash,21,15.585397692343513,31.08354385557622,1.5914886673413868,3.969258731765207,10.663140310738417,3.0913645788830157,5.834440769693088,2.7866539432680297,2.2263369510341287,127.72775411605835,-19.33680385351181,77.83973693260675
54,2026-07-04T16:53:08Z,left,overhead,backhand,smash,underhand,forehand,non_smash,21,3.2769300081798463,10.572398259072713,0.6538079898208058,1.7332264597601994,5.515878333682102,1.1241619057848262,2.798570500655469,-0.02369412178598554,0.2814893541332879,50.398741126060486,39.75814351439476,18.673481437081772
55,2026-07-04T16:53:14Z,left,overhead,backhand,non_smash,underhand,forehand,non_smash,21,1.1999231716411831,8.980359289888035,0.17507566921924536,0.5968468314743939,5.556070371350098,0.23462606261825428,2.4383283081226654,0.7187176412920322,0.1963981022066052,50.715427696704865,87.41454362869263,12.580128804811585
56,2026-07-04T16:53:14Z,left,underhand,backhand,smash,underhand,forehand,non_smash,21,12.05735252001612,41.26831587398918,1.5048701022130526,3.7630240528882215,15.04297635140314,3.0125666670713844,8.706575951018353,1.1176668985216858,1.5206249216422212,-87.55612257122993,52.49456959962845,67.53856907324791
57,2026-07-04T16:53:14Z,left,overhead,forehand,smash,underhand,forehand,non_smash,21,12.05735252001612,25.377753574884313,1.5053402650400196,3.7641434881905234,11.750412889576737,2.422211377713531,6.822243423005818,2.1466212205152226,0.7920602209632742,88.86650454998016,-41.733530446887016,59.37138376681793
58,2026-07-04T16:53:15Z,left,overhead,backhand,smash,underhand,forehand,non_smash,21,2.593666380327319,8.991920608566794,0.7088268464706612,1.8676829677872888,6.340043173974075,0.5970094786096368,1.1485933470883292,-0.3211365140975169,0.6936167809814291,51.89270457625389,49.25260390341282,15.403974053865007
59,2026-07-04T16:53:15Z,left,underhand,backhand,non_smash,underhand,forehand,non_smash,21,1.3532555609549448,8.991920608566794,0.3884054472009486,1.1047748742879728,6.733335671904609,0.15253702428902716,1.0108602336841348,-0.0032756925117030946,0.1735801287868143,-43.04220023751259,120.82937169075012,12.251090905038952
60,2026-07-04T16:53:15Z,left,underhand,backhand,non_smash,underhand,forehand,non_smash,21,1.0773234579456945,5.490151324278583,0.20006999376981638,0.6563571280233723,3.7846044908800924,0.2338231001559353,1.234240626961387,0.2483778382908212,-0.08389794700390855,-10.137756586074829,53.025341868400574,8.707143365681631
61,2026-07-04T16:53:16Z,left,overhead,backhand,non_smash,overhead,forehand,smash,21,2.3728719027501217,8.165393657039745,0.23353711924481557,0.7360407601067037,6.090705627022847,0.4196128474558707,1.119437935582036,2.672302609862431,0.2655201697695261,30.72203905135393,91.6262845993042,15.28400936529011
62,2026-07-04T16:53:16Z,left,underhand,forehand,smash,overhead,forehand,smash,21,11.22648183194657,41.22154631250058,1.1596955046847417,2.9411797730589098,13.12351901389391,2.6709778926266434,9.4326612792217,1.728223145233924,1.4536955823132351,-38.590175203979015,-38.509256064891815,65.48564163539223
63,2026-07-04T16:53:16Z,left,overhead,forehand,smash,overhead,forehand,smash,21,3.4475433750813216,10.914487201149996,0.8645335494090722,2.238413212878743,7.779704762333481,0.4672702593319659,1.1805100966154805,0.47286729677297806,0.522188199650338,92.03025412559509,-52.47173689305782,17.5666331445333
64,2026-07-04T16:53:17Z,left,overhead,backhand,smash,overhead,forehand,smash,21,2.7410026782438965,9.285810721413835,0.612089677774996,1.6373563756547527,5.9542216203943505,0.8433378152236025,2.785894181073304,0.03404670599066377,-0.2967338521680216,66.24957969039679,61.97837744653225,17.37241946953551
